task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
125	de/e9d9f7	2273624	calling_pipeline:medakaInference_consensus (52)	COMPLETED	0	2025-02-23 09:29:00.018	6s	5.6s	130.1%	406.1 MB	4.5 GB	46.6 MB	1.6 MB
140	c2/7704dc	2274223	calling_pipeline:medakaInference_consensus (58)	COMPLETED	0	2025-02-23 09:29:01.833	6.1s	5.7s	127.9%	409.2 MB	4.5 GB	46.5 MB	1.6 MB
152	b5/fe4e3a	2274382	calling_pipeline:medakaInference_variant (67)	COMPLETED	0	2025-02-23 09:29:02.150	5.9s	5.6s	131.3%	398 MB	4.3 GB	46.5 MB	1.6 MB
149	38/dc785c	2274786	calling_pipeline:medakaInference_variant (66)	COMPLETED	0	2025-02-23 09:29:03.244	6.5s	6.2s	128.6%	469 MB	4.6 GB	46.5 MB	1.6 MB
154	1c/0574be	2275585	calling_pipeline:medakaInference_variant (69)	COMPLETED	0	2025-02-23 09:29:06.016	6s	5.5s	132.7%	433.4 MB	4.5 GB	46.5 MB	1.6 MB
150	dc/cffe52	2276291	calling_pipeline:medakaInference_consensus (65)	COMPLETED	0	2025-02-23 09:29:07.932	6s	5.7s	130.3%	410 MB	4.5 GB	46.6 MB	1.6 MB
157	e8/fddec4	2276447	calling_pipeline:medakaInference_consensus (68)	COMPLETED	0	2025-02-23 09:29:08.139	6s	5.6s	129.3%	400.4 MB	4.3 GB	46.5 MB	1.6 MB
151	17/ebe2dd	2277022	calling_pipeline:medakaInference_consensus (66)	COMPLETED	0	2025-02-23 09:29:09.823	6.3s	5.8s	134.2%	407.3 MB	4.5 GB	46.6 MB	1.6 MB
155	63/40ec8d	2277657	calling_pipeline:medakaInference_variant (70)	COMPLETED	0	2025-02-23 09:29:12.017	6.5s	6.1s	129.9%	405.4 MB	4.3 GB	46.7 MB	1.6 MB
139	de/f06b5d	2278382	calling_pipeline:medakaInference_variant (63)	COMPLETED	0	2025-02-23 09:29:13.978	6s	5.7s	125.9%	409.8 MB	4.5 GB	46.6 MB	1.6 MB
147	52/967e0c	2278449	calling_pipeline:medakaInference_consensus (64)	COMPLETED	0	2025-02-23 09:29:14.095	6.4s	6.1s	128.0%	398.5 MB	4.3 GB	51.9 MB	1.6 MB
133	c5/faf1f6	2279108	calling_pipeline:medakaInference_variant (59)	COMPLETED	0	2025-02-23 09:29:16.157	6.2s	5.8s	128.1%	399.4 MB	4.3 GB	46.5 MB	1.6 MB
148	51/c611bf	2279919	calling_pipeline:medakaInference_variant (65)	COMPLETED	0	2025-02-23 09:29:18.535	6s	5.6s	132.4%	407.4 MB	4.7 GB	46.6 MB	1.6 MB
156	e7/13ec85	2280681	calling_pipeline:medakaInference_consensus (67)	COMPLETED	0	2025-02-23 09:29:20.549	5.9s	5.5s	132.3%	408.8 MB	4.5 GB	46.5 MB	1.6 MB
144	ec/104a8f	2280456	calling_pipeline:medakaInference_consensus (62)	COMPLETED	0	2025-02-23 09:29:20.039	6.6s	6.2s	130.5%	409.2 MB	4.7 GB	47.1 MB	1.6 MB
166	0d/1e5dc0	2281203	calling_pipeline:medakaInference_consensus (72)	COMPLETED	0	2025-02-23 09:29:22.331	6.3s	5.9s	132.2%	409.5 MB	4.7 GB	46.8 MB	1.6 MB
153	97/d0a8a3	2281911	calling_pipeline:medakaInference_variant (68)	COMPLETED	0	2025-02-23 09:29:24.541	5.7s	5.4s	132.3%	424.5 MB	4.5 GB	46.5 MB	1.6 MB
137	14/75e483	2282557	calling_pipeline:medakaInference_consensus (57)	COMPLETED	0	2025-02-23 09:29:26.432	6.3s	5.9s	126.6%	398.3 MB	4.3 GB	46.6 MB	1.6 MB
131	2d/9030e3	2282689	calling_pipeline:medakaInference_variant (57)	COMPLETED	0	2025-02-23 09:29:26.675	6.1s	5.7s	131.7%	408.8 MB	4.7 GB	46.6 MB	1.6 MB
159	9d/3d4ee0	2283306	calling_pipeline:medakaInference_consensus (69)	COMPLETED	0	2025-02-23 09:29:28.629	6s	5.6s	128.9%	400.5 MB	4.3 GB	46.5 MB	1.6 MB
163	30/fca27f	2283923	calling_pipeline:medakaInference_variant (73)	COMPLETED	0	2025-02-23 09:29:30.282	5.9s	5.5s	128.8%	405.1 MB	4.7 GB	46.4 MB	1.6 MB
141	8c/e5da37	2284677	calling_pipeline:medakaInference_consensus (59)	COMPLETED	0	2025-02-23 09:29:32.780	6s	5.6s	128.0%	408.4 MB	4.5 GB	46.5 MB	1.6 MB
158	e4/06bce2	2284668	calling_pipeline:medakaInference_variant (71)	COMPLETED	0	2025-02-23 09:29:32.747	6.1s	5.8s	124.1%	402.9 MB	4.3 GB	46.7 MB	1.6 MB
160	8d/10b10b	2285388	calling_pipeline:medakaInference_variant (72)	COMPLETED	0	2025-02-23 09:29:34.695	6.2s	5.9s	131.2%	407.8 MB	4.7 GB	46.8 MB	1.6 MB
174	16/9fc767	2286003	calling_pipeline:medakaInference_variant (79)	COMPLETED	0	2025-02-23 09:29:36.230	6.1s	5.8s	127.0%	410.4 MB	4.7 GB	46.6 MB	1.6 MB
169	57/9fef48	2286803	calling_pipeline:medakaInference_consensus (74)	COMPLETED	0	2025-02-23 09:29:38.777	5.9s	5.6s	127.7%	407.1 MB	4.5 GB	46.5 MB	1.6 MB
161	da/478438	2286864	calling_pipeline:medakaInference_consensus (70)	COMPLETED	0	2025-02-23 09:29:38.897	6.6s	6.2s	122.7%	399.3 MB	4.2 GB	46.7 MB	1.6 MB
162	99/92f272	2287533	calling_pipeline:medakaInference_consensus (71)	COMPLETED	0	2025-02-23 09:29:40.963	6.1s	5.8s	125.3%	401.4 MB	4.3 GB	46.7 MB	1.6 MB
168	d2/b10088	2288100	calling_pipeline:medakaInference_consensus (73)	COMPLETED	0	2025-02-23 09:29:42.357	5.8s	5.5s	123.7%	409.2 MB	4.5 GB	46.4 MB	1.6 MB
170	f4/84458e	2288862	calling_pipeline:medakaInference_variant (77)	COMPLETED	0	2025-02-23 09:29:44.693	6s	5.7s	136.0%	406.3 MB	4.7 GB	46.8 MB	1.6 MB
164	c3/d28006	2289157	calling_pipeline:medakaInference_variant (74)	COMPLETED	0	2025-02-23 09:29:45.495	5.9s	5.6s	127.5%	407.6 MB	4.5 GB	46.5 MB	1.6 MB
171	15/3f522f	2289733	calling_pipeline:medakaInference_consensus (75)	COMPLETED	0	2025-02-23 09:29:47.092	6.4s	6s	130.9%	406.8 MB	4.7 GB	46.8 MB	1.6 MB
172	c5/977845	2290132	calling_pipeline:medakaInference_variant (78)	COMPLETED	0	2025-02-23 09:29:48.136	6.4s	6.1s	122.1%	404.8 MB	4.7 GB	46.6 MB	1.6 MB
182	90/b5f652	2290949	calling_pipeline:medakaInference_variant (85)	COMPLETED	0	2025-02-23 09:29:50.746	5.6s	5.3s	135.2%	414.1 MB	4.7 GB	46.5 MB	1.6 MB
185	e6/579c09	2291187	calling_pipeline:medakaInference_consensus (81)	COMPLETED	0	2025-02-23 09:29:51.458	6.2s	5.8s	123.0%	402.6 MB	4.3 GB	46.6 MB	1.6 MB
186	56/809993	2291879	calling_pipeline:medakaInference_variant (86)	COMPLETED	0	2025-02-23 09:29:53.510	5.9s	5.6s	131.1%	406.8 MB	4.7 GB	46.6 MB	1.6 MB
173	4d/8ed4fe	2292233	calling_pipeline:medakaInference_consensus (76)	COMPLETED	0	2025-02-23 09:29:54.542	6.1s	5.7s	124.0%	401.1 MB	4.3 GB	46.5 MB	1.6 MB
175	df/0ed401	2292861	calling_pipeline:medakaInference_consensus (77)	COMPLETED	0	2025-02-23 09:29:56.375	6.4s	6.1s	127.1%	404.6 MB	4.3 GB	46.8 MB	1.6 MB
180	e7/23316e	2293333	calling_pipeline:medakaInference_variant (83)	COMPLETED	0	2025-02-23 09:29:57.687	6s	5.5s	127.9%	400.5 MB	4.3 GB	46.5 MB	1.6 MB
178	17/f071e9	2293916	calling_pipeline:medakaInference_variant (81)	COMPLETED	0	2025-02-23 09:29:59.494	5.9s	5.6s	132.4%	405.8 MB	4.5 GB	46.6 MB	1.6 MB
190	4f/d39dad	2294330	calling_pipeline:medakaInference_consensus (83)	COMPLETED	0	2025-02-23 09:30:00.682	6s	5.6s	127.0%	399.3 MB	4.3 GB	46.5 MB	1.6 MB
194	16/7fac81	2294962	calling_pipeline:medakaInference_variant (89)	COMPLETED	0	2025-02-23 09:30:02.742	6.5s	6.1s	136.8%	407.4 MB	4.5 GB	46.5 MB	1.7 MB
177	07/d35eb3	2295375	calling_pipeline:medakaInference_variant (80)	COMPLETED	0	2025-02-23 09:30:03.690	6s	5.8s	128.6%	400.4 MB	4.3 GB	46.6 MB	1.6 MB
179	70/a753ef	2296009	calling_pipeline:medakaInference_variant (82)	COMPLETED	0	2025-02-23 09:30:05.443	5.9s	5.6s	130.7%	408.2 MB	4.7 GB	46.4 MB	1.6 MB
181	b9/1264d4	2296410	calling_pipeline:medakaInference_variant (84)	COMPLETED	0	2025-02-23 09:30:06.679	6.2s	5.9s	127.5%	407.4 MB	4.3 GB	46.6 MB	1.6 MB
176	d9/496734	2297285	calling_pipeline:medakaInference_consensus (78)	COMPLETED	0	2025-02-23 09:30:09.233	6.4s	6s	125.9%	409 MB	4.5 GB	46.6 MB	1.6 MB
196	4c/53836b	2297458	calling_pipeline:medakaInference_variant (90)	COMPLETED	0	2025-02-23 09:30:09.737	6s	5.7s	130.8%	408.9 MB	4.5 GB	46.5 MB	1.6 MB
184	77/ef3c3c	2298038	calling_pipeline:medakaInference_consensus (80)	COMPLETED	0	2025-02-23 09:30:11.400	6.1s	5.8s	127.3%	400 MB	4.3 GB	46.6 MB	1.6 MB
195	10/cf63fe	2298551	calling_pipeline:medakaInference_consensus (87)	COMPLETED	0	2025-02-23 09:30:12.995	6.8s	6.5s	130.1%	459.9 MB	4.7 GB	46.8 MB	1.7 MB
167	3b/65edf0	2299394	calling_pipeline:medakaInference_variant (76)	COMPLETED	0	2025-02-23 09:30:15.660	5.8s	5.5s	129.4%	409.4 MB	4.7 GB	46.5 MB	1.6 MB
183	96/e6bde8	2299509	calling_pipeline:medakaInference_consensus (79)	COMPLETED	0	2025-02-23 09:30:15.770	6s	5.6s	132.7%	410.1 MB	4.7 GB	46.6 MB	1.6 MB
165	5e/5975bb	2300124	calling_pipeline:medakaInference_variant (75)	COMPLETED	0	2025-02-23 09:30:17.555	6.4s	6.1s	130.8%	401.3 MB	4.3 GB	46.7 MB	1.6 MB
189	f6/7ea77b	2300823	calling_pipeline:medakaInference_consensus (82)	COMPLETED	0	2025-02-23 09:30:19.834	5.6s	5.3s	132.0%	409.3 MB	4.7 GB	46.4 MB	1.6 MB
188	36/285a24	2301460	calling_pipeline:medakaInference_variant (88)	COMPLETED	0	2025-02-23 09:30:21.469	6.1s	5.7s	129.1%	406.8 MB	4.7 GB	46.5 MB	1.6 MB
187	64/e90a2f	2301567	calling_pipeline:medakaInference_variant (87)	COMPLETED	0	2025-02-23 09:30:21.742	6.8s	6.4s	132.4%	460.6 MB	4.7 GB	46.8 MB	1.7 MB
193	94/9532b3	2302258	calling_pipeline:medakaInference_consensus (86)	COMPLETED	0	2025-02-23 09:30:23.910	6s	5.7s	127.1%	402.1 MB	4.3 GB	46.6 MB	1.6 MB
197	99/a5a325	2302848	calling_pipeline:medakaInference_consensus (88)	COMPLETED	0	2025-02-23 09:30:25.554	6.2s	5.7s	127.0%	400.6 MB	4.3 GB	46.5 MB	1.6 MB
191	f4/0e9840	2303551	calling_pipeline:medakaInference_consensus (84)	COMPLETED	0	2025-02-23 09:30:27.612	6.1s	5.8s	131.0%	408 MB	4.7 GB	46.6 MB	1.6 MB
192	74/7be01f	2303894	calling_pipeline:medakaInference_consensus (85)	COMPLETED	0	2025-02-23 09:30:28.531	5.8s	5.5s	128.4%	403.2 MB	4.3 GB	46.5 MB	1.6 MB
199	f5/dc15fb	2304473	calling_pipeline:medakaInference_consensus (89)	COMPLETED	0	2025-02-23 09:30:29.977	6.5s	6.1s	134.7%	401.6 MB	4.3 GB	46.5 MB	1.7 MB
200	d7/1ee579	2304943	calling_pipeline:medakaInference_variant (92)	COMPLETED	0	2025-02-23 09:30:31.727	5.8s	5.5s	125.7%	415.2 MB	4.5 GB	46.4 MB	1.6 MB
203	63/ab2720	2305576	calling_pipeline:medakaInference_consensus (92)	COMPLETED	0	2025-02-23 09:30:33.718	6.2s	5.7s	129.0%	400.2 MB	4.3 GB	46.4 MB	1.6 MB
198	83/c9c55f	2305974	calling_pipeline:medakaInference_variant (91)	COMPLETED	0	2025-02-23 09:30:34.322	5.8s	5.5s	130.1%	408.4 MB	4.5 GB	46.5 MB	1.6 MB
201	1f/fbe585	2306605	calling_pipeline:medakaInference_consensus (90)	COMPLETED	0	2025-02-23 09:30:36.504	6.1s	5.7s	131.1%	402.8 MB	4.3 GB	46.5 MB	1.6 MB
202	02/82560c	2307060	calling_pipeline:medakaInference_consensus (91)	COMPLETED	0	2025-02-23 09:30:37.591	5.9s	5.6s	131.1%	399.8 MB	4.3 GB	46.5 MB	1.6 MB
205	d1/aaeed7	2307895	calling_pipeline:medakaVariant (1)	COMPLETED	0	2025-02-23 09:30:40.218	8.7s	8.1s	131.1%	602.1 MB	4.4 GB	253.3 MB	1.4 MB
206	9d/f28423	2308804	calling_pipeline:medakaConsensus (1)	COMPLETED	0	2025-02-23 09:30:43.533	5.7s	5.1s	112.4%	399.5 MB	4.4 GB	71.2 MB	24.1 MB
208	99/7377ef	2309876	calling_pipeline:variantCheckpoint (1)	COMPLETED	0	2025-02-23 09:30:49.025	298ms	3ms	66.0%	0	0	78.7 KB	430 B
209	c3/ea14ba	2309841	output (2)	COMPLETED	0	2025-02-23 09:30:48.980	459ms	3ms	50.8%	0	0	75.4 KB	259 B
207	3d/80b46b	2309863	output (1)	COMPLETED	0	2025-02-23 09:30:49.005	443ms	3ms	50.8%	0	0	75.4 KB	259 B
212	69/e076dc	2310093	output (3)	COMPLETED	0	2025-02-23 09:30:49.239	284ms	2ms	75.3%	0	0	75.4 KB	259 B
211	91/bde036	2310159	calling_pipeline:assemblyCheckpoint (1)	COMPLETED	0	2025-02-23 09:30:49.301	297ms	13ms	81.0%	0	0	78.7 KB	425 B
213	36/61297f	2310416	calling_pipeline:accumulateCheckpoints (5)	COMPLETED	0	2025-02-23 09:30:49.453	498ms	199ms	85.5%	1.1 MB	3.8 MB	1 MB	1.7 KB
210	b9/00f2b4	2310623	calling_pipeline:runProkka (1)	COMPLETED	0	2025-02-23 09:30:49.969	3m 29s	3m 28s	678.0%	1.6 GB	34.4 GB	375.3 GB	337.1 MB
215	be/c77b91	2337147	calling_pipeline:annotationCheckpoint (1)	COMPLETED	0	2025-02-23 09:34:18.699	321ms	34ms	22.4%	1.1 MB	3.8 MB	78.7 KB	424 B
214	be/e18ef7	2337110	calling_pipeline:accumulateCheckpoints (6)	COMPLETED	0	2025-02-23 09:34:18.663	522ms	225ms	76.6%	1.1 MB	3.8 MB	1 MB	1.8 KB
218	2f/8e6b5d	2337717	calling_pipeline:accumulateCheckpoints (7)	COMPLETED	0	2025-02-23 09:34:19.216	506ms	220ms	77.2%	4.5 MB	11.2 MB	1 MB	1.9 KB
217	cb/dd9795	2337176	calling_pipeline:collect_results (1)	COMPLETED	0	2025-02-23 09:34:18.717	3.5s	3.1s	102.1%	141.9 MB	1.3 GB	13.5 MB	4.4 MB
219	57/d2c746	2338251	calling_pipeline:createRunModel	COMPLETED	0	2025-02-23 09:34:22.221	1.1s	814ms	96.9%	6.6 MB	11.6 MB	6.5 MB	5.4 MB
216	27/4a2df8	2337248	calling_pipeline:makeReport	COMPLETED	0	2025-02-23 09:34:18.757	1m 42s	1m 42s	99.2%	7.1 GB	8.4 GB	2 GB	9.7 MB
222	80/c24325	2339830	output (5)	COMPLETED	0	2025-02-23 09:36:01.228	273ms	2ms	74.4%	0	0	75.4 KB	259 B
223	30/e5f6b0	2339857	output (6)	COMPLETED	0	2025-02-23 09:36:01.260	292ms	2ms	78.0%	0	0	75.4 KB	259 B
224	f8/9ee68a	2339887	output (7)	COMPLETED	0	2025-02-23 09:36:01.280	305ms	3ms	71.9%	0	0	75.4 KB	259 B
220	3d/8f6284	2339907	calling_pipeline:reportingCheckpoint	COMPLETED	0	2025-02-23 09:36:01.298	309ms	30ms	23.4%	1.1 MB	3.8 MB	78.7 KB	489 B
221	a9/005b55	2339977	output (4)	COMPLETED	0	2025-02-23 09:36:01.330	298ms	2ms	71.1%	0	0	75.4 KB	259 B
225	29/faec1f	2340072	output (8)	COMPLETED	0	2025-02-23 09:36:01.361	276ms	2ms	142.2%	0	0	75.4 KB	260 B
226	14/477800	2340165	output (9)	COMPLETED	0	2025-02-23 09:36:01.405	312ms	2ms	78.0%	0	0	75.4 KB	259 B
227	c1/1b32d3	2340712	calling_pipeline:accumulateCheckpoints (8)	COMPLETED	0	2025-02-23 09:36:01.627	1.3s	197ms	86.3%	1.1 MB	3.8 MB	1 MB	2 KB
